country,consumerId,systemCreationDate,firstName,lastName,city,gender,birthDate,OptinValue
Ecuador,ca36e0d7-6c94-42f8-9469-cfa46f433b9e,2017-10-06,Travis,Jones,South Randy,Non-Binary,1981-02-10,Yes
Jamaica,c668d9e8-dd11-4ba4-bef3-0828939c0e89,2017-06-17,Debbie,Henry,New Travis,Male,1945-12-25,No
Cameroon,c8011cb4-35bb-4d09-9058-5333e93d8cf2,2017-04-23,Isaiah,Williams,New Sheila,Female,1956-02-03,Yes
Ethiopia,cee83dbf-07c8-4aba-a8f2-e285b47a023b,2019-06-05,David,Beasley,Mollyshire,Female,1959-08-07,No
Ireland,c639dc76-61dd-4859-8bba-f20de8402294,2021-11-11,David,Donovan,Robinville,Non-Binary,1991-03-12,No
Saint Helena,c444a77a-a9e6-4b79-a564-2e8c1dadc0b8,2021-08-26,Joseph,Wood,Watkinsport,Male,1947-12-21,No
Botswana,c5f58185-00ac-4fab-ad0b-d7236f5d5c66,2023-09-07,Sharon,Young,Hollyton,Non-Binary,1960-12-14,Yes
Lao People's Democratic Republic,ce9e436f-5bab-4dd2-bad6-081b2f6bf5ab,2023-03-22,Margaret,Hill,Ericmouth,Male,1940-07-31,Yes
Colombia,cb45df70-bfaa-4dff-aeb0-b2859a37c2d2,2021-04-13,Angela,Smith,Kellerfurt,Female,1945-02-13,No
Guernsey,cd06e037-05e0-49c8-bfd3-8cf3b0d835de,2023-03-28,Tim,Carlson,Port Robert,Non-Binary,1957-07-10,No
Bangladesh,cb92efa1-e0a3-4387-819a-06232a8ece9c,2018-08-30,George,Grant,Lake Patrickville,Non-Binary,1939-12-11,Yes
Kenya,c068f32e-bfcb-4e58-8b0c-4ff478e02248,2021-09-22,Patricia,Conway,New Rogerville,Non-Binary,1977-08-19,No
Germany,c2e60b56-ede8-4d7a-9d7e-b765817a0241,2023-08-18,Anthony,Carter,Mccarthybury,Male,1954-07-01,No
Isle of Man,c48c2e37-6d19-4773-897e-7efb833bc850,2018-12-15,Gabrielle,Ramirez,Lake Bettyborough,Male,1960-06-17,No
Bhutan,cc4c2e68-1d86-45d7-b8b3-184eab7d4efd,2017-09-12,Scott,Graham,South Carolinechester,Male,2000-03-15,No
Malawi,cbaca2b8-746b-445c-895e-d4d7d3bbfdc4,2016-01-16,Christina,Calhoun,Williammouth,Non-Binary,1990-02-25,No
Hong Kong,c2e6dc02-a6fb-49c9-a36a-6d7b6c5ff753,2020-10-08,Kelsey,Stevenson,South Danielleshire,Male,2003-03-06,Yes
Djibouti,c9c1f5aa-6a51-4b7e-b1c0-8757f73615a4,2017-11-05,Troy,Taylor,Greenemouth,Female,1986-06-13,Yes
Faroe Islands,c1563099-d8b4-4fe1-aae8-c41f7422a2db,2022-01-30,Dawn,Clark,West Carmen,Non-Binary,1980-04-21,Yes
Solomon Islands,c1a95cbd-b97f-4446-ace6-7576fa88c434,2018-11-17,Jill,Russell,New Erikafurt,Male,1980-09-01,No
Chad,cd3bcdb6-4572-4c6d-8f55-9a12c1d72472,2023-10-26,Taylor,Mullen,Lake Maria,Female,1984-04-12,No
Kuwait,c722bb63-f58c-464b-aca2-1e7b04ac255d,2021-07-14,Katherine,Henderson,East Joshua,Non-Binary,1984-12-28,Yes
Israel,ce9f5335-d42a-416f-811b-def1d5b06121,2020-07-02,Danielle,Sanchez,Robertfurt,Non-Binary,1996-10-03,No
Netherlands,c2fc740b-5a7f-4801-ac9c-be5fbb56d158,2017-07-19,Joseph,Cardenas,Port Sarah,Non-Binary,1975-03-19,Yes
Spain,ce7d2803-7fae-424b-ae4d-36cda06331a0,2018-10-19,Steven,Bennett,Robinchester,Non-Binary,1981-04-23,No
Namibia,c50e84da-1f2b-4904-87ca-1d2e78df5437,2022-11-22,David,Castaneda,South Andrewmouth,Female,1995-05-21,Yes
Belarus,c68c9b73-8ed6-4698-9a75-e0e5e5d74eee,2018-11-03,Michael,Knight,Meganport,Non-Binary,1974-02-06,No
Argentina,c71f6790-b2f3-469b-8fa3-8e7a07c49e53,2020-12-13,Julie,Elliott,Chrisview,Male,1954-01-04,No
Guinea,ced14b6e-b09e-47b8-a0aa-d9f38ab64655,2021-04-25,Ricardo,Bird,Lake Donald,Non-Binary,2005-02-15,No
Philippines,c62efbbb-d8aa-4e04-9176-3230d735093a,2020-09-22,Timothy,Mcguire,North Coreyburgh,Non-Binary,1965-08-14,No
Guadeloupe,c691f5c0-4139-4b19-b183-a655f64cccf5,2016-05-22,Rachel,Franklin,Natashaburgh,Female,1989-01-26,Yes
Togo,c8777226-f596-409e-a275-d6fcc7409756,2020-09-06,Richard,Martinez,Georgefort,Female,1973-07-05,No
Saint Martin,c6ff2a20-d83e-402b-ab9d-d78c40c5e65b,2023-05-23,Elizabeth,Moss,Johnsonville,Non-Binary,1964-09-13,No
Vietnam,c0fce33a-5f05-432b-ba49-ff3c2b192388,2018-04-06,Denise,Pearson,New Laura,Non-Binary,1981-11-23,No
Botswana,c19354ec-67ab-4144-8c61-28134417c24e,2019-08-04,Richard,Gonzales,Andreaside,Male,1989-06-16,No
Portugal,cbc66ab9-2ca2-4b02-9be6-5fddd8328cb8,2018-08-31,Jeremy,Pineda,Katherinebury,Male,1956-08-18,Yes
French Southern Territories,ce8d7b90-abec-4872-81a2-1935bb6f1cf2,2023-11-23,Roy,Matthews,Brittanyland,Non-Binary,1986-08-13,Yes
Swaziland,c1868b1e-c3c6-417b-8c64-d86a9b6e86b5,2022-10-31,Rose,Aguilar,Tonyhaven,Female,1962-07-19,Yes
Macao,c57e4c51-f573-4d12-a51a-7e7cd2bf1c33,2016-04-15,Tina,Reynolds,Chloeland,Male,1946-11-13,Yes
Ethiopia,cd4823c1-dbd8-4074-afbe-906b58d8b68c,2016-03-19,Jessica,Martinez,Lake Nicoleside,Non-Binary,1955-06-13,Yes
Romania,c9ca340b-adc6-449b-86c8-f26a9840d399,2018-04-11,Eugene,Steele,Normanside,Male,1946-07-23,Yes
Sao Tome and Principe,c603566b-2f4d-4d63-95a1-3d38a03d4621,2018-02-08,Elizabeth,Mccarty,West Matthewport,Non-Binary,1988-03-01,Yes
Georgia,cbc7817a-42a0-479e-9cca-9b3a20af4e94,2022-08-28,Mark,West,Lake Lauraside,Male,1994-08-15,No
Wallis and Futuna,c571b534-cd95-4b5c-ae8f-a92ed3fcf2f6,2020-10-06,Justin,Carpenter,West Emily,Non-Binary,1972-04-26,Yes
Egypt,cc748036-f469-45c2-ac13-d0eafae8c50f,2018-09-13,William,Garcia,New Jean,Non-Binary,1978-11-17,Yes
Tanzania,c48ec24b-d825-47f3-bd2e-fdcc900cdaa7,2017-09-08,Robert,Ho,North Kevinchester,Male,1973-07-15,No
Saint Helena,c2b26185-1f85-4dab-a34d-6973c0cbd3d6,2016-02-03,Sarah,Love,South Jordanshire,Male,1949-02-20,Yes
Marshall Islands,c05ad521-3415-489d-9030-2af9ee522047,2023-12-27,Jennifer,Gross,South Christopher,Non-Binary,1965-03-13,Yes
Kuwait,c0be7630-7174-4b99-8876-2715bd0af2de,2019-10-13,John,Miller,New Sharon,Male,1986-01-13,No
Mauritania,c4d1e58a-9b74-4e05-940e-a32b66b68aeb,2019-01-25,Pamela,Shaffer,Lake Victoriaberg,Non-Binary,1967-04-25,Yes
Sweden,ca7aa32e-59a1-4b5d-ade5-55a9ba07006c,2017-02-08,Ashley,French,Robertside,Female,1999-10-15,No
Taiwan,c60d2771-0ebb-4e95-a0cf-44bc3b9d0ff1,2019-07-06,Jon,Robinson,Michelleborough,Female,1945-05-05,Yes
Holy See (Vatican City State),c31cd8b6-59b9-44f9-b2e0-a5d0cc4a8a49,2016-02-28,Timothy,Jones,Jessicastad,Male,1971-12-29,No
Hungary,c2c29a40-bec1-401c-9912-022242e62299,2021-02-20,Shannon,Garcia,South Christinaland,Male,2003-11-27,Yes
Papua New Guinea,cfee0ed8-2464-4a09-94ca-41f2618c87a7,2018-03-07,Emily,Bryant,South Jared,Female,1977-11-20,Yes
Djibouti,c07061c0-8a43-4b08-99c6-e32a1af3e1d5,2022-04-19,Elizabeth,Everett,New Amandashire,Male,1997-09-22,No
Bermuda,c5dcd0a2-0cc9-4d27-9ae0-082e8f5fc85d,2021-08-19,James,Prince,New Adammouth,Female,2001-07-26,No
Estonia,cad4f73a-2ead-4698-9219-466acf4c27c1,2018-04-13,Kristine,Erickson,Sandovalshire,Female,1953-07-30,Yes
Greece,c5a29c82-a90e-4f21-80fc-e4908ba441ce,2019-01-31,Chelsey,Johnson,Kellyborough,Male,1960-02-06,No
Saint Martin,c55d0f18-5578-4d1f-8b8e-1d160de04af9,2023-07-31,Gregory,Stokes,Wigginsshire,Male,1983-06-19,Yes
Armenia,c0a42942-7b77-48d2-88c8-e19a46adb995,2020-06-23,Joseph,Ramsey,Donnaside,Non-Binary,1995-03-28,Yes
Malta,c5c430db-3c28-4e48-a269-a994519afacc,2021-02-18,Jennifer,Lynch,Johntown,Female,1949-08-13,No
Zimbabwe,c17efa05-5544-4b4a-ba88-ba76ee8d8bf9,2019-10-15,Ashley,Anderson,Waltertown,Female,1948-02-20,Yes
Andorra,ce3365f6-ba6b-4aba-be6a-c94660b8cf92,2018-12-21,James,Osborn,Boltonburgh,Female,1969-09-22,Yes
Denmark,cb4535cb-5446-4672-baa3-65a5365b61bd,2020-08-26,Edwin,Dyer,South Rayport,Female,1976-04-24,No
Gambia,c1c27918-a765-4faf-9932-a1211079a68e,2021-02-20,George,Thompson,Lucasview,Male,1959-12-14,Yes
Colombia,c98c2c89-15b4-4eec-994e-55da9ca93039,2021-06-13,Ashlee,Garcia,Kennethshire,Male,1939-05-19,Yes
Central African Republic,ced549ed-bd4d-4eea-9b2d-d137b8723462,2019-03-13,Roberto,Donovan,West April,Female,1997-12-13,No
Romania,ce2c4714-7c4b-4cde-b606-2441a96c0bb6,2017-04-12,Melissa,Adams,West Pamela,Female,1996-04-06,No
Moldova,ca8315b2-bbde-455f-b4e6-71cd9f8cede3,2023-02-12,Brian,Lozano,Myersview,Male,1954-08-06,No
Myanmar,cd4fe317-29d8-42dd-9180-377723f40f1f,2016-08-22,James,Knapp,Murphyborough,Non-Binary,1972-10-14,Yes
Turkey,c5aeafaf-b66f-49ca-97f1-d0ba2914f292,2016-08-12,Danny,Coleman,East Jenniferfurt,Male,1966-01-09,No
Northern Mariana Islands,c09c3e2b-6feb-4420-8e5e-6f0be6c8694c,2022-04-06,Heather,Carson,Stephenview,Female,1965-04-10,Yes
Norway,cbd05a72-621c-435e-ab08-3181dd14e38d,2017-06-05,Melissa,Griffin,Port Christinaton,Male,1962-07-22,No
Tunisia,ce5e4946-ea28-4f5f-adc5-17510ae9436a,2021-12-29,Matthew,Perez,Williamton,Female,1958-02-07,Yes
Iraq,c1f86e2f-e55f-4425-8b48-d5e91965275c,2018-08-28,Shannon,Small,Russelltown,Non-Binary,1988-09-21,No
Kiribati,ce86e3ba-2986-4fe3-8b83-5f41388c55b2,2018-12-07,Daniel,Hill,West Deborahside,Female,1961-07-14,No
Germany,cd42572c-15d0-4a11-afbd-9fa7f5cb0bb7,2020-11-27,Christopher,Terry,Lake Sabrina,Male,2000-01-04,Yes
Anguilla,c8332145-2a02-4476-acf6-023475053f12,2017-05-10,Todd,Ross,South Daniel,Female,1945-06-18,No
Saint Pierre and Miquelon,c693242a-32e2-47f5-ae36-3110d4ea15f0,2022-12-29,Jennifer,Evans,Kurtburgh,Male,1951-01-05,Yes
Paraguay,cc70ea5b-3e9b-472b-b77a-07c79c7fc6f6,2017-04-19,Stefanie,Glass,West John,Female,1974-05-29,Yes
Singapore,ce15ec54-9732-45e5-b520-5fc3de4c38ab,2019-09-24,Alexander,Smith,Port Thomaschester,Female,1959-07-16,No
Belize,c33bb3a5-db6b-48fc-a1a1-0984438ff36d,2016-12-31,Edwin,Taylor,South Melodymouth,Non-Binary,1943-08-28,No
Lithuania,cf18a681-d285-4010-8ff4-29aecf4f27fe,2019-08-22,Mary,Moreno,Judithport,Male,1956-10-17,No
Swaziland,c17b3aa4-055a-4422-8891-e152d937b721,2016-05-22,Julie,Lucero,Lake Jasonbury,Male,1993-05-19,No
Swaziland,c66ee4f7-f77f-4958-977e-d9d981c6debe,2022-04-26,Scott,Bruce,Fuentesberg,Male,1956-02-08,No
Hong Kong,c4392fed-704e-4610-90d1-02d00c7a9a9f,2017-01-22,Kathleen,Gutierrez,East Laurenfurt,Non-Binary,1964-10-27,No
Netherlands Antilles,c1509370-3b59-477d-9292-c5cdd1e40106,2017-08-20,Joseph,Howell,Cordovamouth,Female,1984-02-12,Yes
Jamaica,cca300da-768f-458d-98a6-d1a14dcf2582,2023-08-09,Megan,Mendez,East Royfort,Female,1987-09-30,No
Colombia,c6f93c3d-5d8e-413c-9c22-11bd6dfdd255,2023-06-07,Tina,Sandoval,Garrettmouth,Non-Binary,1990-03-22,No
India,cc016a87-11e4-412b-af07-94768e2cb7c3,2023-09-01,James,Vasquez,South Lori,Non-Binary,1962-11-21,No
Jersey,cc0d2978-e716-4a42-9423-eedc5f26d9fa,2023-08-04,Scott,Johnson,South Patricia,Male,1994-12-22,Yes
Denmark,cccae821-1386-4f4f-85f2-34e2ec72fc54,2022-06-08,Andrew,Contreras,West Matthew,Non-Binary,1962-05-14,Yes
Guernsey,c6704c26-dddc-4a70-8f06-c1406bb803d7,2018-08-04,Victoria,Figueroa,Conniestad,Female,1944-12-14,No
Guatemala,cdf88468-0950-4a64-9309-9ec3ffed5778,2019-06-06,Timothy,Gibson,Mejialand,Non-Binary,1968-06-12,No
Bahrain,cee84764-542a-46a6-a1ce-b60b3f545533,2022-11-05,Jacob,Reed,New Blake,Male,1959-02-28,No
Faroe Islands,cc608059-9fda-47e6-ac03-9e505816fa07,2022-09-15,Diamond,Clark,Davidville,Non-Binary,1988-07-02,No
Iceland,c89c775d-70e0-4d9c-b33f-c50255c3d00b,2018-10-11,Kenneth,Brooks,Contrerasshire,Non-Binary,1979-04-13,No
Micronesia,c1ad96be-c611-4f76-bc75-f8e94c5eca25,2021-08-09,Claudia,Lucas,Bobbychester,Female,1995-06-27,No
Reunion,cac1126b-6457-4ffa-af7d-8a9470f6203b,2020-07-22,Kendra,Salas,Jenniferfurt,Female,1972-01-05,No
Cape Verde,c89440c6-b036-4852-ab55-7ee681d787bd,2016-11-02,Teresa,Powell,Greggville,Non-Binary,1955-08-02,No
Sri Lanka,c3c9cfa5-b677-4de3-8bd4-2378d5bf1554,2020-12-04,John,Sherman,West Petershire,Female,1985-07-01,Yes
Nicaragua,c58a82d9-2679-4aa0-974c-4f0041145583,2020-09-24,Charles,Martinez,South Karen,Male,1978-02-14,Yes
Japan,ccc41a43-2653-43a8-bd89-6318840e0190,2023-04-21,Kristen,Richmond,East Andrewhaven,Female,2005-09-27,Yes
Jersey,c5ce932f-9174-4d17-b582-f2f26efa1739,2016-04-22,Madison,Shaw,Lopezside,Non-Binary,1958-01-12,No
Poland,cc716313-fe8a-4892-817d-bdbe3d933fd3,2022-05-20,Richard,Carroll,New Joshua,Male,1994-10-03,Yes
Armenia,c3dce27a-d7f6-4682-858d-c9464340c739,2023-10-28,Angel,Brown,Timothyport,Female,1942-01-08,No
Guatemala,c05e220e-c408-4019-8228-99de8839353d,2020-08-30,Steven,Palmer,New Rhonda,Non-Binary,1942-05-07,No
Chile,c3b79ffe-8f15-4ea3-af5e-1f37bfe085cc,2016-04-28,David,Norton,Hernandeztown,Female,1991-11-04,No
Bhutan,cd8d272a-4090-458f-b046-5e1ee6721cf4,2018-04-19,Mariah,Porter,Lake Jennifer,Male,1951-07-28,No
Costa Rica,c5961a9a-cd57-4672-acf2-ab7b7c0c6658,2020-03-23,Patrick,Brown,Manningborough,Male,1985-02-14,Yes
Pitcairn Islands,cfce7a38-1b23-4227-9611-3b39dd8d1da6,2016-07-24,Elizabeth,Huerta,South Michelle,Male,1987-10-24,Yes
Kyrgyz Republic,c8244208-36e3-4d8e-86a8-b7c2bf371b80,2020-06-01,Stacy,Morales,Port Anthony,Non-Binary,1982-02-17,No
Saint Barthelemy,c257f886-a2b3-40a8-b681-21d4e247a166,2018-08-26,Christine,Hoover,Williamview,Female,1961-04-08,No
Malta,c2a24575-2142-4fb4-9aab-a0bdc104c8e2,2022-11-28,Loretta,Johnson,Deckerton,Female,1988-08-23,No
Kyrgyz Republic,c8dfedcd-aab9-402b-bcaa-872a12f65426,2016-08-11,Matthew,Johnson,Kimberg,Female,1975-05-17,Yes
Trinidad and Tobago,c65e9ba5-a5d5-42d2-87d4-76b0421566fb,2017-02-24,Emma,Moreno,Calhounside,Female,1996-10-08,No
Malaysia,c1802eb2-d23e-4bf4-bd88-b43691c37eba,2019-07-18,James,White,New Steventown,Male,1996-08-23,Yes
Madagascar,c5d4da17-7b7b-4b95-a544-4d5147aee857,2021-08-10,Rose,Bennett,Georgeborough,Female,1993-04-14,Yes
Saint Martin,c8832213-c0f4-419e-b20b-85dc0c0276b9,2021-10-02,Adam,Hawkins,Sarahville,Female,1979-10-31,No
Eritrea,cceea57b-01e6-4bf6-a5d4-2f5545d8e730,2021-12-05,Angela,Christensen,South Brandonside,Female,1987-02-18,No
South Africa,c27b9359-914f-4400-aac1-3c7125371d7c,2017-02-27,Patrick,James,Richhaven,Non-Binary,1988-04-26,No
Panama,c4f2ef4e-cd64-40a3-a974-64c0dc040229,2017-07-25,Danny,Ross,Hensonchester,Non-Binary,2002-12-22,No
India,c6bfaf26-4711-4b99-8dd9-9454e9d4abcd,2016-11-30,Corey,Santiago,West Michelleburgh,Female,1989-12-05,Yes
Qatar,c316988e-53d6-4e1d-ad52-9f811f662f9b,2023-09-05,Rhonda,Wood,South Samantha,Non-Binary,1990-11-26,Yes
Cook Islands,c4e26cc1-b016-4cf0-9918-6814d1b692ae,2021-02-07,Susan,Gregory,North Lucasland,Non-Binary,1962-10-02,Yes
Saint Kitts and Nevis,c9ac4f7b-56d2-4841-a1a0-ae69fb37bda0,2017-09-05,Ryan,Ortiz,Michaelburgh,Female,1944-10-06,Yes
Mayotte,c90f616f-1f33-432b-9b8a-239530d7bbc4,2016-07-07,Joshua,Sanchez,Port Laura,Female,2002-08-18,No
Bolivia,ce7c11ae-a4f8-493d-9160-cc29c9f4cb0d,2017-07-18,Justin,Williams,East Craig,Female,1953-07-22,No
United Arab Emirates,cbf5050d-20d0-403e-a703-b953a6334ec7,2017-05-15,Hannah,Jackson,Ericksonton,Female,1998-12-19,Yes
Isle of Man,c2baab83-704a-4a1c-86cc-7e0cf86bc46d,2023-03-10,Miranda,Murphy,West Richardview,Non-Binary,1976-09-29,Yes
Afghanistan,c140d059-bac9-4b5e-ae84-fe41173b7260,2022-02-03,Justin,Schneider,Osbornbury,Female,1964-01-11,Yes
Lao People's Democratic Republic,c0333e3e-0f96-4bd2-a352-278afe14409e,2022-01-19,Dennis,Knight,East Alicia,Male,1983-12-16,No
Hong Kong,c67a4952-f732-4a6b-8b5e-77f9466ecd0e,2019-01-20,Christopher,Hull,Nguyenside,Male,1938-12-30,No
Seychelles,cda88782-66cf-47bc-930a-1a498da26dde,2022-03-28,Nicholas,Yoder,New Emmaport,Non-Binary,1995-11-19,Yes
Barbados,cb36a42b-5097-40f7-8afd-63dc1e92b74d,2021-06-10,Matthew,Mueller,West Christine,Male,1949-04-16,Yes
Romania,c1bfd31e-1092-4345-a101-53ce13ea3309,2020-09-04,Jesse,Davenport,Simpsonside,Male,1940-09-11,Yes
United Kingdom,ca0063d4-a7ce-4142-b087-be12e84097dc,2020-07-03,Danielle,Robertson,Virginiaport,Female,1979-01-18,No
Turkmenistan,c9fbda6a-3fd5-4a97-80b8-8ab97161da59,2016-03-14,Lawrence,Adams,South Williamfort,Male,2002-05-28,No
Benin,cd26b74f-3933-4f72-a817-04ec56fb2497,2019-05-07,Tina,Delgado,Annaberg,Non-Binary,2005-04-05,Yes
Armenia,c49d7a24-453c-4965-9b69-725261524f4a,2021-01-01,Oscar,Craig,Port Janetborough,Non-Binary,1985-10-06,Yes
Egypt,c03611d2-7638-4256-877e-b9b2641d77e6,2018-08-13,Michael,Carey,Meganmouth,Male,1976-05-30,Yes
Madagascar,c3255897-3724-4f16-b370-49ad2d4cbc79,2021-04-10,Angela,Harris,Lake Christyside,Female,1954-12-26,Yes
Rwanda,c1347860-22f3-44eb-a0b7-b59820baf12c,2021-08-07,Mary,Mccann,Lake Deborah,Female,1985-02-01,No
Latvia,c8b81ff1-90f8-44bc-886c-7c4fa519f903,2022-12-24,Larry,Payne,New Sydney,Male,1946-03-20,Yes
Vanuatu,c5135b03-9e0a-4aea-9fe1-599388f74288,2019-01-15,Michelle,Morton,Michaelport,Non-Binary,2002-02-28,Yes
Bosnia and Herzegovina,c1006574-e4f1-41b3-b04c-6f10af27fe1d,2020-08-06,Roger,Morales,Shannonfort,Non-Binary,1999-04-10,Yes
Netherlands,ca55671c-d876-4ab9-9886-9917bd23ce74,2018-03-01,Amy,Cameron,Michaelmouth,Male,1988-11-26,Yes
Bhutan,c463c8df-3f88-4a4e-be23-53b2c15194b8,2016-09-25,Stephen,Wood,Andreville,Female,1996-09-27,Yes
Egypt,c9f94111-a8bc-4752-911e-61b98ca0d7eb,2023-04-26,Brenda,Rodriguez,Hillland,Female,1973-05-25,Yes
Guinea-Bissau,cbdbd2db-038d-4e20-8b8e-e633198120c4,2021-05-13,Joseph,Wong,East Christopherberg,Female,1971-11-14,Yes
Belgium,cfa3cdec-e8f7-4421-ad7e-2e229eef75d7,2022-09-09,Jessica,Kirby,Munozmouth,Male,2002-07-10,No
Ghana,c42b34a0-7d86-48e7-964d-28a41f99cd14,2022-12-29,Joshua,Schneider,North Sarah,Male,1983-02-07,Yes
French Polynesia,c818bff7-04ce-4adb-a7fe-99cd27a90a48,2019-06-15,Sarah,Rubio,Port Reginald,Male,1942-09-23,Yes
Kenya,c459671b-8c45-4176-98d6-bbf4587f5803,2022-09-20,Billy,Moore,Lake Kelsey,Female,1946-05-26,No
Namibia,c6f713b2-d1dc-4d6e-ba66-22986716b959,2017-03-14,Janet,Esparza,North Patricia,Non-Binary,1989-08-14,Yes
Djibouti,c2050d96-00f9-4188-8009-a1c6c024d5b8,2022-06-18,Joshua,Stewart,West Melissafurt,Non-Binary,1949-07-20,No
Singapore,cc5172fb-f819-47e3-ac57-481e8784caba,2023-12-09,Jordan,Diaz,North Lisa,Female,1973-02-19,Yes
Timor-Leste,ccfef5dd-3660-4f28-84d7-1991ccd52062,2019-03-31,Erica,Kennedy,New Michael,Non-Binary,1946-01-03,Yes
Macedonia,cff4f642-1324-4f50-946c-9d62dfa3052c,2019-01-19,Patrick,Pennington,Lake Tiffany,Non-Binary,1966-10-15,No
Antarctica (the territory South of 60 deg S),cad031a7-865c-4d8b-95bd-ce02b3d95ca2,2016-06-12,Cody,Burns,Port Evan,Non-Binary,1945-03-04,No
Namibia,cf1284e9-ff98-4b12-9885-19d23131638e,2022-01-15,Michelle,Torres,Port Vincentshire,Male,1988-02-29,Yes
Egypt,c2a685e9-6b63-44f6-8d28-f230df2a4c12,2019-11-09,Matthew,Brady,Williamshire,Male,1957-08-19,No
Norway,c5670172-0531-4dc5-a353-2d7d82f612f7,2020-06-05,Jennifer,Raymond,Halefort,Female,1944-07-01,No
Ireland,c8e76315-b54a-4c30-92b5-65136e98cd82,2023-12-07,Brandon,Lee,Calebland,Male,1970-05-04,Yes
Wallis and Futuna,c14522dd-5b50-4b25-ba10-9c781dcbaabe,2019-11-13,Natasha,Cooper,Hartville,Male,1987-06-06,No
Niue,cf689898-4c94-4726-8f68-b869c2eada15,2019-10-08,Kelly,Jackson,Jessicaburgh,Male,1961-07-17,Yes
Kenya,c5ae9def-e77b-403f-99de-551206b36c59,2017-07-07,Sara,Stein,North Barbara,Female,1961-06-19,No
Bahrain,c52c9f47-5662-41a0-a97d-5031b394414b,2022-08-13,Felicia,Cunningham,New Ryanhaven,Male,1982-10-03,Yes
Sierra Leone,c52f4544-942b-431f-8fef-96539441574a,2020-05-08,Amanda,Parker,West Patrick,Male,1995-12-28,No
Central African Republic,c09751ec-7238-4b86-afea-3e3499311db0,2021-05-30,Russell,Castaneda,Pamelatown,Female,2002-03-23,No
El Salvador,cc8f062f-24e0-4167-a456-79b342196456,2020-01-28,Glen,Larsen,Jamesland,Female,1984-02-18,No
Malawi,cff13fab-777d-47c0-8436-a5cb8da7d360,2022-07-04,Mark,Johnson,North Kathleenmouth,Male,1992-07-05,Yes
Holy See (Vatican City State),c7e3fb26-ffa6-44bc-8de9-415eb94becb2,2020-11-19,Matthew,Gaines,Lake Leslieville,Male,1940-09-12,Yes
Zambia,c522dbc4-7173-4337-aada-413d0e832171,2020-10-06,Derek,Hancock,Bairdside,Non-Binary,1995-12-03,No
Serbia,c1cd6928-0a39-4064-af6c-3d30abf82954,2016-01-18,Dennis,Santos,Lake Scott,Male,1944-12-09,Yes
Vietnam,ca4cbe41-9919-4126-a399-cd5156555247,2019-03-04,Melissa,Martin,Lake Christinestad,Female,1953-03-22,No
Vietnam,cd5f34cf-4178-4c53-9342-75040aa83100,2019-10-29,Erin,Hammond,North Juanhaven,Female,1950-06-23,No
Thailand,c43d5233-15e3-4b5f-83fd-afcd8bdb85d1,2021-12-04,Anna,Gonzales,Robinville,Male,1963-01-12,Yes
Zambia,c7cbe6a6-10e8-44db-bd78-3d6dccdead67,2023-09-30,James,Frazier,South Douglasmouth,Male,1978-03-02,No
Comoros,cfdb0784-11ff-4673-93c0-38b8e4de28cc,2021-09-02,Teresa,Smith,Gonzaleschester,Male,1998-11-23,No
Slovenia,ce166de7-6856-4586-b65c-f1cba39316d4,2016-02-26,Tara,Perry,Krystalbury,Male,1963-12-17,No
Nauru,c5338b57-3b82-41a4-97b5-6fa513f2c64a,2023-08-23,Christopher,Mccullough,West Matthew,Non-Binary,1991-09-08,Yes
Rwanda,cd3a77ce-fee5-4327-bcab-e8c0d51f5cc2,2023-05-16,Alicia,Gonzalez,West Lindatown,Male,1995-01-06,Yes
Vanuatu,c4f32e45-d2cf-4ff7-9433-f79ee2f7583f,2019-08-03,Rachel,Parker,West Williammouth,Non-Binary,1988-06-23,No
Trinidad and Tobago,cfbaaac3-0333-44b1-a158-bf0e39d6ca5b,2021-01-30,Jerry,Garcia,Stephaniemouth,Non-Binary,1983-04-20,Yes
Morocco,c075e7e4-6937-4605-86ad-2a6ae28e74d6,2022-08-21,Mary,Baker,Johnfort,Male,1951-06-01,Yes
Kazakhstan,c6acbaf1-3a57-40de-893d-3a98c9a14452,2022-06-11,Christine,Spears,Sotoside,Female,1991-11-18,Yes
Bhutan,cdf9bf3b-ead8-4c3b-90b7-a3b8322354a6,2016-12-10,Ashley,Nunez,East Michaelburgh,Female,2000-10-30,Yes
Estonia,c7e42725-364c-4f36-a2f1-7af868cf09df,2019-11-27,Kevin,Hill,West Jessicachester,Non-Binary,1940-11-19,No
Pakistan,cf473a52-2035-4c5c-b196-dcc6bc34b86a,2021-06-19,Christopher,Carter,New Lisa,Female,1994-10-22,No
Mozambique,c21fc0d1-ba0b-439e-8157-d1ec2d5181a2,2019-09-29,Bianca,Burke,Port Thomas,Non-Binary,1964-06-20,Yes
Uzbekistan,cbca8973-3f0a-4325-9785-4936c3903af4,2021-05-25,Wanda,Singh,Melaniefort,Male,1971-07-14,No
Venezuela,c4a94ff6-baef-498e-ac9c-06fff4c9413f,2018-06-28,Ashley,Robles,Victorfurt,Male,1945-10-13,Yes
Estonia,c1f81a06-7706-4ca7-9da6-3a7d66656e82,2020-01-12,Grant,Valencia,Freemanville,Non-Binary,2001-09-14,No
Honduras,cd428e86-2e81-4469-8846-075391d1b9ea,2023-10-14,Austin,Burke,Port Kim,Male,1955-10-13,Yes
